,myear,fuel,km,owner,transmission,brand,model,variant,price,city
1545,2018,Petrol,"17,873 Kms",1st Owner,Manual,2018 Renault KWID,2018 Renault KWID,1.0 RXT 02 Anniversary Edition,"3,80,000",Bangalore
1546,2017,Petrol,"30,393 Kms",1st Owner,Manual,2017 Maruti Wagon R,2017 Maruti Wagon R,VXI Plus Optional,"4,67,000",Bangalore
1547,2016,Petrol,"32,850 Kms",1st Owner,Manual,2016 Renault KWID,2016 Renault KWID,RXT,"3,62,000",Bangalore
1548,2017,Petrol,"40,231 Kms",1st Owner,Manual,2017 Maruti Swift,2017 Maruti Swift,VXI,"5,55,000",Bangalore
1549,2014,Petrol,"41,775 Kms",1st Owner,KA05,2014 Maruti Celerio,2014 Maruti Celerio,VXI AT,"4,00,000",Bangalore
1550,2015,Petrol,"41,605 Kms",2nd Owner,Manual,2015 Honda Jazz,2015 Honda Jazz,V,"4,90,000",Bangalore
1551,2017,Petrol,"61,191 Kms",1st Owner,Automatic,2017 Maruti Celerio,2017 Maruti Celerio,ZXI AT,"4,70,000",Bangalore
1552,2019,Petrol,"2,083 Kms",2nd Owner,Manual,2019 Maruti Alto 800,2019 Maruti Alto 800,VXI Optional,"3,45,000",Bangalore
1553,2017,Petrol,"45,448 Kms",1st Owner,Automatic,2017 Maruti Wagon R,2017 Maruti Wagon R,VXI AMT,"4,45,000",Bangalore
1554,2017,Petrol,"24,925 Kms",1st Owner,Manual,2017 Maruti Wagon R,2017 Maruti Wagon R,VXI,"4,30,000",Bangalore
1555,2014,Petrol,"34,929 Kms",3rd Owner,KA03,2014 Maruti Alto 800,2014 Maruti Alto 800,VXI,"2,62,000",Bangalore
1556,2015,Petrol,"41,651 Kms",2nd Owner,KA02,2016 Maruti Celerio,2016 Maruti Celerio,ZXI AT,"4,40,000",Bangalore
1557,2016,Petrol,"19,668 Kms",1st Owner,Manual,2016 Maruti Celerio,2016 Maruti Celerio,VXI Optional,"4,00,000",Bangalore
1558,2017,Petrol,"6,758 Kms",1st Owner,Manual,2018 Hyundai Grand i10,2018 Hyundai Grand i10,Asta Option,"6,03,000",Bangalore
1559,2016,Petrol,"29,405 Kms",1st Owner,Manual,2016 Maruti Swift,2016 Maruti Swift,VXI BSIV,"5,69,500",Bangalore
1560,2019,Petrol,"3,332 Kms",1st Owner,KA01,2019 Hyundai Grand i10,2019 Hyundai Grand i10,Sportz,"6,10,500",Bangalore
1561,2013,Diesel,"74,444 Kms",1st Owner,Manual,2014 Maruti Swift Dzire,2014 Maruti Swift Dzire,VDI,"5,40,000",Bangalore
1562,2016,Petrol,"19,255 Kms",2nd Owner,Automatic,2016 Hyundai Grand i10,2016 Hyundai Grand i10,1.2 Kappa Magna AT,"5,04,500",Bangalore
1563,2017,Petrol,"21,163 Kms",1st Owner,Manual,2017 Hyundai Grand i10,2017 Hyundai Grand i10,Sportz,"5,50,000",Bangalore
1564,2015,Diesel,"42,361 Kms",1st Owner,Manual,2015 Honda Jazz,2015 Honda Jazz,1.5 VX i DTEC,"6,60,000",Bangalore
1565,2018,Petrol,"21,853 Kms",1st Owner,Manual,2019 Hyundai Santro,2019 Hyundai Santro,Asta BSIV,"5,00,000",Bangalore
1566,2018,Petrol,"20,965 Kms",1st Owner,Automatic,2018 Renault KWID,2018 Renault KWID,AMT,"4,30,000",Bangalore
1567,2016,Petrol,"28,974 Kms",1st Owner,Manual,2016 Hyundai Grand i10,2016 Hyundai Grand i10,Sportz,"5,16,000",Bangalore
1568,2017,Petrol,"49,814 Kms",1st Owner,Manual,2017 Hyundai Grand i10,2017 Hyundai Grand i10,Sportz,"5,25,000",Bangalore
1569,2009,Petrol,"86,950 Kms",2nd Owner,Manual,2009 Maruti Swift Dzire,2009 Maruti Swift Dzire,VXi,"3,29,000",Bangalore
1570,2015,Petrol,"26,776 Kms",2nd Owner,Automatic,2015 Hyundai Grand i10,2015 Hyundai Grand i10,AT Asta,"5,15,500",Bangalore
1571,2013,Diesel,"107,408 Kms",1st Owner,Manual,2013 Maruti Swift,2013 Maruti Swift,VDI BSIV,"4,10,000",Bangalore
1572,2015,Diesel,"76,888 Kms",2nd Owner,Manual,2016 Nissan Terrano,2016 Nissan Terrano,XV 110 PS,"6,90,000",Bangalore
1573,2016,Petrol,"37,997 Kms",2nd Owner,Manual,2016 Maruti Swift,2016 Maruti Swift,VXI Optional,"5,71,000",Bangalore
1574,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Bangalore
1575,2018,Petrol,"12,297 Kms",1st Owner,Automatic,2018 Renault KWID,2018 Renault KWID,Climber 1.0 AMT BSIV,"4,78,000",Bangalore
1576,2015,Petrol,"17,042 Kms",1st Owner,Automatic,2015 Maruti Celerio,2015 Maruti Celerio,VXI AT,"4,40,000",Bangalore
1577,2015,Petrol,"42,358 Kms",2nd Owner,KA01,2015 Maruti Alto 800,2015 Maruti Alto 800,LXI,"2,90,500",Bangalore
1578,2016,Petrol,"26,884 Kms",2nd Owner,Automatic,2016 Maruti Celerio,2016 Maruti Celerio,VXI AMT BSIV,"4,53,500",Bangalore
1579,2014,Petrol,"30,607 Kms",1st Owner,Manual,2015 Hyundai Grand i10,2015 Hyundai Grand i10,Sportz,"4,78,500",Bangalore
1580,2018,Petrol,"17,873 Kms",1st Owner,Manual,2018 Renault KWID,2018 Renault KWID,1.0 RXT 02 Anniversary Edition,"3,80,000",Bangalore
1581,2017,Petrol,"30,393 Kms",1st Owner,Manual,2017 Maruti Wagon R,2017 Maruti Wagon R,VXI Plus Optional,"4,67,000",Bangalore
1582,2016,Petrol,"32,850 Kms",1st Owner,Manual,2016 Renault KWID,2016 Renault KWID,RXT,"3,62,000",Bangalore
1583,2016,Petrol,"37,789 Kms",2nd Owner,KA50,2016 Honda Jazz,2016 Honda Jazz,V CVT,"6,40,000",Bangalore
1584,2015,Petrol,"25,610 Kms",1st Owner,Automatic,2015 Maruti Celerio,2015 Maruti Celerio,VXI AT,"4,39,500",Bangalore
1585,2017,Petrol,"12,413 Kms",2nd Owner,Automatic,2017 Renault KWID,2017 Renault KWID,1.0 RXT AMT,"4,14,500",Bangalore
1586,2011,Petrol,"63,300 Kms",2nd Owner,Manual,2011 Hyundai i10,2011 Hyundai i10,Sportz Option,"2,60,000",Bangalore
1587,2014,Petrol,"44,290 Kms",1st Owner,Manual,2014 Maruti Swift,2014 Maruti Swift,VXI,"5,16,072",Bangalore
1588,2013,Petrol,"84,561 Kms",1st Owner,Automatic,2014 Honda Brio,2014 Honda Brio,1.2 VX AT,"4,20,000",Bangalore
1589,2010,Petrol,"65,713 Kms",1st Owner,Manual,2010 Maruti Wagon R,2010 Maruti Wagon R,VXI,"2,30,000",Bangalore
1590,2014,Diesel,"33,130 Kms",1st Owner,Manual,2014 Nissan Terrano,2014 Nissan Terrano,XV Premium 110 PS,"6,72,000",Bangalore
1591,2018,Petrol,"17,247 Kms",1st Owner,Manual,2018 Maruti Celerio,2018 Maruti Celerio,ZXI,"4,80,000",Bangalore
1592,2017,Petrol,"44,437 Kms",1st Owner,Manual,2017 Maruti Ignis,2017 Maruti Ignis,1.2 Zeta BSIV,"5,36,500",Bangalore
1593,2017,Petrol,"13,136 Kms",1st Owner,Manual,2018 Hyundai Grand i10,2018 Hyundai Grand i10,1.2 Kappa Asta,"6,15,000",Bangalore
1594,2016,Petrol,"27,080 Kms",1st Owner,Automatic,2017 Renault KWID,2017 Renault KWID,1.0 RXT AMT,"4,00,000",Bangalore
1595,2014,Petrol,"65,385 Kms",2nd Owner,Automatic,2014 Maruti Alto K10,2014 Maruti Alto K10,VXI AMT,"3,15,500",Bangalore
1596,2014,Petrol,"78,169 Kms",1st Owner,Manual,2014 Maruti Swift,2014 Maruti Swift,VXI,"4,77,500",Bangalore
1597,2010,Petrol,"89,624 Kms",2nd Owner,Manual,2011 Hyundai i10,2011 Hyundai i10,Sportz,"3,06,000",Bangalore
1598,2017,Petrol,"41,894 Kms",1st Owner,Manual,2017 Hyundai Grand i10,2017 Hyundai Grand i10,1.2 Kappa Asta,"5,30,000",Bangalore
1599,2009,Petrol,"51,606 Kms",1st Owner,Manual,2009 Maruti Wagon R,2009 Maruti Wagon R,VXI Minor,"2,35,000",Bangalore
1600,2015,Petrol,"79,314 Kms",1st Owner,Manual,2015 Maruti Wagon R,2015 Maruti Wagon R,VXI,"4,21,500",Bangalore
1601,2013,Petrol,"51,544 Kms",2nd Owner,Manual,2013 Honda Brio,2013 Honda Brio,S MT,"3,00,000",Bangalore
1602,2015,Petrol,"13,179 Kms",1st Owner,Manual,2015 Hyundai Grand i10,2015 Hyundai Grand i10,Asta,"5,00,000",Bangalore
1603,2018,Petrol,"25,676 Kms",1st Owner,Manual,2018 Maruti Wagon R,2018 Maruti Wagon R,VXI,"4,85,500",Bangalore
1604,2017,Petrol,"20,605 Kms",1st Owner,Manual,2018 Maruti Celerio,2018 Maruti Celerio,ZXI MT BSIV,"4,96,500",Bangalore
1605,2016,Petrol,"53,908 Kms",1st Owner,KA53,2016 Maruti Alto 800,2016 Maruti Alto 800,LXI,"3,28,000",Bangalore
1606,2019,Petrol,"21,238 Kms",1st Owner,Manual,2019 Hyundai Grand i10,2019 Hyundai Grand i10,Magna,"5,78,000",Bangalore
1607,2016,Petrol,"26,832 Kms",1st Owner,Automatic,2016 Maruti Celerio,2016 Maruti Celerio,VXI AT,"4,86,326",Bangalore
1608,2018,Petrol,"21,565 Kms",1st Owner,Automatic,2018 Renault KWID,2018 Renault KWID,1.0 RXT AMT,"4,56,500",Bangalore
1609,2017,Petrol,"21,163 Kms",1st Owner,Manual,2017 Hyundai Grand i10,2017 Hyundai Grand i10,Sportz,"5,50,000",Bangalore
1610,2015,Diesel,"42,361 Kms",1st Owner,Manual,2015 Honda Jazz,2015 Honda Jazz,1.5 VX i DTEC,"6,60,000",Bangalore
1611,2018,Petrol,"21,853 Kms",1st Owner,Manual,2019 Hyundai Santro,2019 Hyundai Santro,Asta BSIV,"5,00,000",Bangalore
1612,2018,Petrol,"20,965 Kms",1st Owner,Automatic,2018 Renault KWID,2018 Renault KWID,AMT,"4,30,000",Bangalore
1613,2016,Petrol,"28,974 Kms",1st Owner,Manual,2016 Hyundai Grand i10,2016 Hyundai Grand i10,Sportz,"5,16,000",Bangalore
1614,2017,Petrol,"49,814 Kms",1st Owner,Manual,2017 Hyundai Grand i10,2017 Hyundai Grand i10,Sportz,"5,25,000",Bangalore
1615,2009,Petrol,"86,950 Kms",2nd Owner,Manual,2009 Maruti Swift Dzire,2009 Maruti Swift Dzire,VXi,"3,29,000",Bangalore
1616,2015,Petrol,"26,776 Kms",2nd Owner,Automatic,2015 Hyundai Grand i10,2015 Hyundai Grand i10,AT Asta,"5,15,500",Bangalore
1617,2013,Diesel,"107,408 Kms",1st Owner,Manual,2013 Maruti Swift,2013 Maruti Swift,VDI BSIV,"4,10,000",Bangalore
1618,2015,Diesel,"76,888 Kms",2nd Owner,Manual,2016 Nissan Terrano,2016 Nissan Terrano,XV 110 PS,"6,90,000",Bangalore
1619,2016,Petrol,"37,997 Kms",2nd Owner,Manual,2016 Maruti Swift,2016 Maruti Swift,VXI Optional,"5,71,000",Bangalore
1620,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Bangalore
1621,2018,Petrol,"12,297 Kms",1st Owner,Automatic,2018 Renault KWID,2018 Renault KWID,Climber 1.0 AMT BSIV,"4,78,000",Bangalore
1622,2015,Petrol,"17,042 Kms",1st Owner,Automatic,2015 Maruti Celerio,2015 Maruti Celerio,VXI AT,"4,40,000",Bangalore
1623,2016,Petrol,"19,255 Kms",2nd Owner,Automatic,2016 Hyundai Grand i10,2016 Hyundai Grand i10,1.2 Kappa Magna AT,"5,04,500",Bangalore
1624,2017,Petrol,"10,003 Kms",1st Owner,Automatic,2017 Renault KWID,2017 Renault KWID,1.0 RXT AMT,"4,46,000",Bangalore
1625,2016,Petrol,"42,010 Kms",2nd Owner,Manual,2016 Honda Jazz,2016 Honda Jazz,V,"5,20,000",Bangalore
1626,2015,Petrol,"52,812 Kms",1st Owner,Manual,2016 Hyundai Grand i10,2016 Hyundai Grand i10,Sportz,"4,87,000",Bangalore
1627,2014,Petrol,"37,952 Kms",1st Owner,Manual,2014 Maruti Celerio,2014 Maruti Celerio,VXI,"3,55,000",Bangalore
1628,2009,Petrol,"90,999 Kms",1st Owner,Manual,2009 Maruti Swift,2009 Maruti Swift,1.3 VXi,"3,04,500",Bangalore
1629,2016,Petrol,"37,789 Kms",2nd Owner,KA50,2016 Honda Jazz,2016 Honda Jazz,V CVT,"6,40,000",Bangalore
1630,2015,Petrol,"25,610 Kms",1st Owner,Automatic,2015 Maruti Celerio,2015 Maruti Celerio,VXI AT,"4,39,500",Bangalore
1631,2017,Petrol,"12,413 Kms",2nd Owner,Automatic,2017 Renault KWID,2017 Renault KWID,1.0 RXT AMT,"4,14,500",Bangalore
1632,2011,Petrol,"63,300 Kms",2nd Owner,Manual,2011 Hyundai i10,2011 Hyundai i10,Sportz Option,"2,60,000",Bangalore
1633,2014,Petrol,"44,290 Kms",1st Owner,Manual,2014 Maruti Swift,2014 Maruti Swift,VXI,"5,16,072",Bangalore
1634,2013,Petrol,"84,561 Kms",1st Owner,Automatic,2014 Honda Brio,2014 Honda Brio,1.2 VX AT,"4,20,000",Bangalore
1635,2010,Petrol,"65,713 Kms",1st Owner,Manual,2010 Maruti Wagon R,2010 Maruti Wagon R,VXI,"2,30,000",Bangalore
1636,2014,Diesel,"33,130 Kms",1st Owner,Manual,2014 Nissan Terrano,2014 Nissan Terrano,XV Premium 110 PS,"6,72,000",Bangalore
1637,2018,Petrol,"17,247 Kms",1st Owner,Manual,2018 Maruti Celerio,2018 Maruti Celerio,ZXI,"4,80,000",Bangalore
1638,2017,Petrol,"44,437 Kms",1st Owner,Manual,2017 Maruti Ignis,2017 Maruti Ignis,1.2 Zeta BSIV,"5,36,500",Bangalore
1639,2017,Petrol,"13,136 Kms",1st Owner,Manual,2018 Hyundai Grand i10,2018 Hyundai Grand i10,1.2 Kappa Asta,"6,15,000",Bangalore
1640,2016,Petrol,"27,080 Kms",1st Owner,Automatic,2017 Renault KWID,2017 Renault KWID,1.0 RXT AMT,"4,00,000",Bangalore
1641,2014,Petrol,"65,385 Kms",2nd Owner,Automatic,2014 Maruti Alto K10,2014 Maruti Alto K10,VXI AMT,"3,15,500",Bangalore
1642,2014,Petrol,"78,169 Kms",1st Owner,Manual,2014 Maruti Swift,2014 Maruti Swift,VXI,"4,77,500",Bangalore
1643,2018,Petrol,"25,676 Kms",1st Owner,Manual,2018 Maruti Wagon R,2018 Maruti Wagon R,VXI,"4,85,500",Bangalore
1644,2017,Petrol,"20,605 Kms",1st Owner,Manual,2018 Maruti Celerio,2018 Maruti Celerio,ZXI MT BSIV,"4,96,500",Bangalore
1645,2016,Petrol,"53,908 Kms",1st Owner,KA53,2016 Maruti Alto 800,2016 Maruti Alto 800,LXI,"3,28,000",Bangalore
1646,2019,Petrol,"21,238 Kms",1st Owner,Manual,2019 Hyundai Grand i10,2019 Hyundai Grand i10,Magna,"5,78,000",Bangalore
1647,2016,Petrol,"26,832 Kms",1st Owner,Automatic,2016 Maruti Celerio,2016 Maruti Celerio,VXI AT,"4,86,326",Bangalore
1648,2018,Petrol,"21,565 Kms",1st Owner,Automatic,2018 Renault KWID,2018 Renault KWID,1.0 RXT AMT,"4,56,500",Bangalore
1649,2017,Petrol,"21,163 Kms",1st Owner,Manual,2017 Hyundai Grand i10,2017 Hyundai Grand i10,Sportz,"5,50,000",Bangalore
1650,2015,Diesel,"42,361 Kms",1st Owner,Manual,2015 Honda Jazz,2015 Honda Jazz,1.5 VX i DTEC,"6,60,000",Bangalore
1651,2018,Petrol,"21,853 Kms",1st Owner,Manual,2019 Hyundai Santro,2019 Hyundai Santro,Asta BSIV,"5,00,000",Bangalore
1652,2018,Petrol,"20,965 Kms",1st Owner,Automatic,2018 Renault KWID,2018 Renault KWID,AMT,"4,30,000",Bangalore
1653,2016,Petrol,"28,974 Kms",1st Owner,Manual,2016 Hyundai Grand i10,2016 Hyundai Grand i10,Sportz,"5,16,000",Bangalore
1654,2017,Petrol,"49,814 Kms",1st Owner,Manual,2017 Hyundai Grand i10,2017 Hyundai Grand i10,Sportz,"5,25,000",Bangalore
1655,2009,Petrol,"86,950 Kms",2nd Owner,Manual,2009 Maruti Swift Dzire,2009 Maruti Swift Dzire,VXi,"3,29,000",Bangalore
1656,2015,Petrol,"26,776 Kms",2nd Owner,Automatic,2015 Hyundai Grand i10,2015 Hyundai Grand i10,AT Asta,"5,15,500",Bangalore
1657,2013,Diesel,"107,408 Kms",1st Owner,Manual,2013 Maruti Swift,2013 Maruti Swift,VDI BSIV,"4,10,000",Bangalore
1658,2015,Diesel,"76,888 Kms",2nd Owner,Manual,2016 Nissan Terrano,2016 Nissan Terrano,XV 110 PS,"6,90,000",Bangalore
1659,2016,Petrol,"37,997 Kms",2nd Owner,Manual,2016 Maruti Swift,2016 Maruti Swift,VXI Optional,"5,71,000",Bangalore
1660,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Bangalore
1661,2018,Petrol,"12,297 Kms",1st Owner,Automatic,2018 Renault KWID,2018 Renault KWID,Climber 1.0 AMT BSIV,"4,78,000",Bangalore
1662,2015,Petrol,"17,042 Kms",1st Owner,Automatic,2015 Maruti Celerio,2015 Maruti Celerio,VXI AT,"4,40,000",Bangalore
1663,2016,Petrol,"19,255 Kms",2nd Owner,Automatic,2016 Hyundai Grand i10,2016 Hyundai Grand i10,1.2 Kappa Magna AT,"5,04,500",Bangalore
1664,2017,Petrol,"10,003 Kms",1st Owner,Automatic,2017 Renault KWID,2017 Renault KWID,1.0 RXT AMT,"4,46,000",Bangalore
1665,2016,Petrol,"42,010 Kms",2nd Owner,Manual,2016 Honda Jazz,2016 Honda Jazz,V,"5,20,000",Bangalore
1666,2015,Petrol,"52,812 Kms",1st Owner,Manual,2016 Hyundai Grand i10,2016 Hyundai Grand i10,Sportz,"4,87,000",Bangalore
1667,2014,Petrol,"37,952 Kms",1st Owner,Manual,2014 Maruti Celerio,2014 Maruti Celerio,VXI,"3,55,000",Bangalore
1668,2009,Petrol,"90,999 Kms",1st Owner,Manual,2009 Maruti Swift,2009 Maruti Swift,1.3 VXi,"3,04,500",Bangalore
1669,2016,Petrol,"37,789 Kms",2nd Owner,KA50,2016 Honda Jazz,2016 Honda Jazz,V CVT,"6,40,000",Bangalore
1670,2015,Petrol,"25,610 Kms",1st Owner,Automatic,2015 Maruti Celerio,2015 Maruti Celerio,VXI AT,"4,39,500",Bangalore
1671,2017,Petrol,"12,413 Kms",2nd Owner,Automatic,2017 Renault KWID,2017 Renault KWID,1.0 RXT AMT,"4,14,500",Bangalore
1672,2011,Petrol,"63,300 Kms",2nd Owner,Manual,2011 Hyundai i10,2011 Hyundai i10,Sportz Option,"2,60,000",Bangalore
1673,2014,Petrol,"44,290 Kms",1st Owner,Manual,2014 Maruti Swift,2014 Maruti Swift,VXI,"5,16,072",Bangalore
1674,2013,Petrol,"84,561 Kms",1st Owner,Automatic,2014 Honda Brio,2014 Honda Brio,1.2 VX AT,"4,20,000",Bangalore
1675,2010,Petrol,"65,713 Kms",1st Owner,Manual,2010 Maruti Wagon R,2010 Maruti Wagon R,VXI,"2,30,000",Bangalore
1676,2014,Diesel,"33,130 Kms",1st Owner,Manual,2014 Nissan Terrano,2014 Nissan Terrano,XV Premium 110 PS,"6,72,000",Bangalore
1677,2018,Petrol,"17,247 Kms",1st Owner,Manual,2018 Maruti Celerio,2018 Maruti Celerio,ZXI,"4,80,000",Bangalore
1678,2017,Petrol,"44,437 Kms",1st Owner,Manual,2017 Maruti Ignis,2017 Maruti Ignis,1.2 Zeta BSIV,"5,36,500",Bangalore
1679,2017,Petrol,"13,136 Kms",1st Owner,Manual,2018 Hyundai Grand i10,2018 Hyundai Grand i10,1.2 Kappa Asta,"6,15,000",Bangalore
1680,2016,Petrol,"27,080 Kms",1st Owner,Automatic,2017 Renault KWID,2017 Renault KWID,1.0 RXT AMT,"4,00,000",Bangalore
1681,2014,Petrol,"65,385 Kms",2nd Owner,Automatic,2014 Maruti Alto K10,2014 Maruti Alto K10,VXI AMT,"3,15,500",Bangalore
1682,2014,Petrol,"78,169 Kms",1st Owner,Manual,2014 Maruti Swift,2014 Maruti Swift,VXI,"4,77,500",Bangalore
1683,2016,Petrol,"19,255 Kms",2nd Owner,Automatic,2016 Hyundai Grand i10,2016 Hyundai Grand i10,1.2 Kappa Magna AT,"5,04,500",Bangalore
1684,2017,Petrol,"10,003 Kms",1st Owner,Automatic,2017 Renault KWID,2017 Renault KWID,1.0 RXT AMT,"4,46,000",Bangalore
1685,2016,Petrol,"42,010 Kms",2nd Owner,Manual,2016 Honda Jazz,2016 Honda Jazz,V,"5,20,000",Bangalore
1686,2015,Petrol,"52,812 Kms",1st Owner,Manual,2016 Hyundai Grand i10,2016 Hyundai Grand i10,Sportz,"4,87,000",Bangalore
1687,2014,Petrol,"37,952 Kms",1st Owner,Manual,2014 Maruti Celerio,2014 Maruti Celerio,VXI,"3,55,000",Bangalore
1688,2009,Petrol,"90,999 Kms",1st Owner,Manual,2009 Maruti Swift,2009 Maruti Swift,1.3 VXi,"3,04,500",Bangalore
1689,2016,Petrol,"37,789 Kms",2nd Owner,KA50,2016 Honda Jazz,2016 Honda Jazz,V CVT,"6,40,000",Bangalore
1690,2015,Petrol,"25,610 Kms",1st Owner,Automatic,2015 Maruti Celerio,2015 Maruti Celerio,VXI AT,"4,39,500",Bangalore
1691,2017,Petrol,"12,413 Kms",2nd Owner,Automatic,2017 Renault KWID,2017 Renault KWID,1.0 RXT AMT,"4,14,500",Bangalore
1692,2011,Petrol,"63,300 Kms",2nd Owner,Manual,2011 Hyundai i10,2011 Hyundai i10,Sportz Option,"2,60,000",Bangalore
1693,2014,Petrol,"44,290 Kms",1st Owner,Manual,2014 Maruti Swift,2014 Maruti Swift,VXI,"5,16,072",Bangalore
1694,2013,Petrol,"84,561 Kms",1st Owner,Automatic,2014 Honda Brio,2014 Honda Brio,1.2 VX AT,"4,20,000",Bangalore
1695,2010,Petrol,"65,713 Kms",1st Owner,Manual,2010 Maruti Wagon R,2010 Maruti Wagon R,VXI,"2,30,000",Bangalore
1696,2014,Diesel,"33,130 Kms",1st Owner,Manual,2014 Nissan Terrano,2014 Nissan Terrano,XV Premium 110 PS,"6,72,000",Bangalore
1697,2018,Petrol,"17,247 Kms",1st Owner,Manual,2018 Maruti Celerio,2018 Maruti Celerio,ZXI,"4,80,000",Bangalore
1698,2017,Petrol,"44,437 Kms",1st Owner,Manual,2017 Maruti Ignis,2017 Maruti Ignis,1.2 Zeta BSIV,"5,36,500",Bangalore
1699,2017,Petrol,"13,136 Kms",1st Owner,Manual,2018 Hyundai Grand i10,2018 Hyundai Grand i10,1.2 Kappa Asta,"6,15,000",Bangalore
1700,2016,Petrol,"27,080 Kms",1st Owner,Automatic,2017 Renault KWID,2017 Renault KWID,1.0 RXT AMT,"4,00,000",Bangalore
1701,2014,Petrol,"65,385 Kms",2nd Owner,Automatic,2014 Maruti Alto K10,2014 Maruti Alto K10,VXI AMT,"3,15,500",Bangalore
1702,2014,Petrol,"78,169 Kms",1st Owner,Manual,2014 Maruti Swift,2014 Maruti Swift,VXI,"4,77,500",Bangalore
1703,2018,Petrol,"25,676 Kms",1st Owner,Manual,2018 Maruti Wagon R,2018 Maruti Wagon R,VXI,"4,85,500",Bangalore
1704,2017,Petrol,"20,605 Kms",1st Owner,Manual,2018 Maruti Celerio,2018 Maruti Celerio,ZXI MT BSIV,"4,96,500",Bangalore
1705,2016,Petrol,"53,908 Kms",1st Owner,KA53,2016 Maruti Alto 800,2016 Maruti Alto 800,LXI,"3,28,000",Bangalore
1706,2019,Petrol,"21,238 Kms",1st Owner,Manual,2019 Hyundai Grand i10,2019 Hyundai Grand i10,Magna,"5,78,000",Bangalore
1707,2016,Petrol,"26,832 Kms",1st Owner,Automatic,2016 Maruti Celerio,2016 Maruti Celerio,VXI AT,"4,86,326",Bangalore
1708,2018,Petrol,"21,565 Kms",1st Owner,Automatic,2018 Renault KWID,2018 Renault KWID,1.0 RXT AMT,"4,56,500",Bangalore
1709,2017,Petrol,"21,163 Kms",1st Owner,Manual,2017 Hyundai Grand i10,2017 Hyundai Grand i10,Sportz,"5,50,000",Bangalore
1710,2015,Diesel,"42,361 Kms",1st Owner,Manual,2015 Honda Jazz,2015 Honda Jazz,1.5 VX i DTEC,"6,60,000",Bangalore
1711,2018,Petrol,"21,853 Kms",1st Owner,Manual,2019 Hyundai Santro,2019 Hyundai Santro,Asta BSIV,"5,00,000",Bangalore
1712,2018,Petrol,"20,965 Kms",1st Owner,Automatic,2018 Renault KWID,2018 Renault KWID,AMT,"4,30,000",Bangalore
1713,2016,Petrol,"28,974 Kms",1st Owner,Manual,2016 Hyundai Grand i10,2016 Hyundai Grand i10,Sportz,"5,16,000",Bangalore
1714,2017,Petrol,"49,814 Kms",1st Owner,Manual,2017 Hyundai Grand i10,2017 Hyundai Grand i10,Sportz,"5,25,000",Bangalore
1715,2009,Petrol,"86,950 Kms",2nd Owner,Manual,2009 Maruti Swift Dzire,2009 Maruti Swift Dzire,VXi,"3,29,000",Bangalore
1716,2015,Petrol,"26,776 Kms",2nd Owner,Automatic,2015 Hyundai Grand i10,2015 Hyundai Grand i10,AT Asta,"5,15,500",Bangalore
1717,2013,Diesel,"107,408 Kms",1st Owner,Manual,2013 Maruti Swift,2013 Maruti Swift,VDI BSIV,"4,10,000",Bangalore
1718,2015,Diesel,"76,888 Kms",2nd Owner,Manual,2016 Nissan Terrano,2016 Nissan Terrano,XV 110 PS,"6,90,000",Bangalore
1719,2016,Petrol,"37,997 Kms",2nd Owner,Manual,2016 Maruti Swift,2016 Maruti Swift,VXI Optional,"5,71,000",Bangalore
1720,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Bangalore
1721,2018,Petrol,"12,297 Kms",1st Owner,Automatic,2018 Renault KWID,2018 Renault KWID,Climber 1.0 AMT BSIV,"4,78,000",Bangalore
1722,2015,Petrol,"17,042 Kms",1st Owner,Automatic,2015 Maruti Celerio,2015 Maruti Celerio,VXI AT,"4,40,000",Bangalore
1723,2018,Petrol,"25,676 Kms",1st Owner,Manual,2018 Maruti Wagon R,2018 Maruti Wagon R,VXI,"4,85,500",Bangalore
1724,2017,Petrol,"20,605 Kms",1st Owner,Manual,2018 Maruti Celerio,2018 Maruti Celerio,ZXI MT BSIV,"4,96,500",Bangalore
1725,2016,Petrol,"53,908 Kms",1st Owner,KA53,2016 Maruti Alto 800,2016 Maruti Alto 800,LXI,"3,28,000",Bangalore
1726,2019,Petrol,"21,238 Kms",1st Owner,Manual,2019 Hyundai Grand i10,2019 Hyundai Grand i10,Magna,"5,78,000",Bangalore
1727,2016,Petrol,"26,832 Kms",1st Owner,Automatic,2016 Maruti Celerio,2016 Maruti Celerio,VXI AT,"4,86,326",Bangalore
1728,2018,Petrol,"21,565 Kms",1st Owner,Automatic,2018 Renault KWID,2018 Renault KWID,1.0 RXT AMT,"4,56,500",Bangalore
1729,2017,Petrol,"21,163 Kms",1st Owner,Manual,2017 Hyundai Grand i10,2017 Hyundai Grand i10,Sportz,"5,50,000",Bangalore
1730,2015,Diesel,"42,361 Kms",1st Owner,Manual,2015 Honda Jazz,2015 Honda Jazz,1.5 VX i DTEC,"6,60,000",Bangalore
1731,2018,Petrol,"21,853 Kms",1st Owner,Manual,2019 Hyundai Santro,2019 Hyundai Santro,Asta BSIV,"5,00,000",Bangalore
